,image_src.1.100.,price(ETH),price(USD),name,imageCode,currentOwner,amount,transaction_date
21,https://www.larvalabs.com/public/images/cryptopunks/punk7877.png,67.49,226.13K,CryptoPunk 7877,7877,0x0a64d0,"67.49  ($209486),68.63  ($217601),61  ($192507),61  ($191367),70  ($219269),90  ($281009),87.95  ($392637),87.95  ($382672),83  ($361135),83  ($361135),88  ($370214),92  ($394788),95  ($398022),100  ($460793),120  ($566416),200  ($881244),1K  ($3.77M),150  ($568817),339  ($1.28M),1.5K  ($4.71M),72  ($240607),72  ($208822),41.50  ($104290),41.50  ($104865),42.99  ($106903),38  ($94494),45.99  ($114355),54.99  ($137967),60.69  ($154389),42.50  ($110466),44  ($111965),48.50  ($128881),45  ($109998),39.99  ($98347),29.99  ($73834),29.99  ($123530),29.99  ($81554),7.50  ($12755),7.50  ($12763)","Jan 11, 2022,Jan 10, 2022,Jan 10, 2022,Jan 09, 2022,Jan 09, 2022,Jan 09, 2022,Nov 25, 2021,Nov 24, 2021,Nov 24, 2021,Nov 24, 2021,Nov 23, 2021,Nov 22, 2021,Nov 17, 2021,Nov 14, 2021,Nov 08, 2021,Oct 30, 2021,Sep 02, 2021,Sep 02, 2021,Sep 02, 2021,Aug 27, 2021,Aug 23, 2021,Aug 06, 2021,Aug 04, 2021,Aug 04, 2021,Aug 03, 2021,Aug 03, 2021,Aug 03, 2021,Aug 03, 2021,Aug 03, 2021,Aug 03, 2021,Aug 02, 2021,Aug 01, 2021,Jul 31, 2021,Jul 31, 2021,Jul 31, 2021,May 10, 2021,Apr 28, 2021,Feb 06, 2021,Feb 06, 2021"
22,https://www.larvalabs.com/public/images/cryptopunks/punk3218.png,67.69,226.8K,CryptoPunk 3218,3218,0x224f17,"67.69  ($258384),23.99  ($57064),23.99  ($56690),21.99  ($52377),18  ($42874),17  ($40425),17  ($40425),16.50  ($38266),14.50  ($30534),18  ($37873),14.50  ($30509),17  ($34797),17.39  ($36588),17.49  ($37177),16  ($34010),16  ($35945),15.50  ($34822),<0.01  ($<0.01),15.50  ($36547),17.25  ($45536),17.75  ($46178),14.90  ($40336),14.90  ($40336),16.60  ($46352),20.99  ($49229),31.55  ($85409),21.50  ($49289),21.50  ($45771),21.40  ($44167),21.40  ($41298),23  ($41956),23  ($41562),25.25  ($38564),0.15  ($15),0.15  ($31)","Jan 05, 2022,Jul 30, 2021,Jul 26, 2021,Jul 07, 2021,Jul 07, 2021,Jul 07, 2021,Jul 07, 2021,Jul 04, 2021,Jul 02, 2021,Jul 02, 2021,Jul 02, 2021,Jul 02, 2021,Jul 01, 2021,Jun 28, 2021,Jun 28, 2021,Jun 20, 2021,Jun 20, 2021,Jun 12, 2021,Jun 08, 2021,Jun 01, 2021,May 31, 2021,May 28, 2021,May 28, 2021,May 27, 2021,May 22, 2021,Apr 28, 2021,Apr 14, 2021,Apr 11, 2021,Apr 08, 2021,Apr 01, 2021,Mar 19, 2021,Mar 19, 2021,Mar 06, 2021,Dec 05, 2018,Oct 28, 2018"
23,https://www.larvalabs.com/public/images/cryptopunks/punk7044.png,67.76,227.03K,CryptoPunk 7044,7044,0xcc7c33,"67.76  ($226615),65  ($244678),65  ($244930),1  ($3768),73.73  ($277214),82.69  ($337930),89.69  ($368515)","Jan 07, 2022,Jan 02, 2022,Jan 02, 2022,Jan 02, 2022,Jan 01, 2022,Dec 27, 2021,Dec 26, 2021"
24,https://www.larvalabs.com/public/images/cryptopunks/punk3080.png,67.95,227.67K,CryptoPunk 3080,3080,vault.pu…,"67.95  ($228356),60  ($202816),60  ($202816),2.80  ($3358),4.60  ($5826),2.80  ($3666),4.60  ($5431),3  ($1868),4  ($2491),3  ($1842),3.03  ($1861),3.03  ($1861),4  ($1770),4.75  ($2102),9.50  ($3396),5  ($1825),5  ($1727),2.79  ($938),2.79  ($916),2.19  ($717),1.80  ($613),0.50  ($88),0.37  ($122)","Jan 12, 2022,Jan 12, 2022,Jan 12, 2022,Jan 10, 2021,Jan 10, 2021,Jan 10, 2021,Jan 08, 2021,Dec 23, 2020,Dec 23, 2020,Dec 22, 2020,Dec 22, 2020,Dec 22, 2020,Nov 06, 2020,Nov 06, 2020,Sep 30, 2020,Sep 28, 2020,Sep 24, 2020,Sep 24, 2020,Sep 24, 2020,Sep 24, 2020,Sep 22, 2020,Apr 07, 2019,Aug 25, 2017"
25,https://www.larvalabs.com/public/images/cryptopunks/punk1454.png,67.95,227.67K,CryptoPunk 1454,1454,vault.pu…,"67.95  ($229770),68.95  ($241235),71.95  ($274058),72.95  ($269936),69  ($255320),69  ($262920),65  ($210701),99  ($308714),52  ($144357),56.90  ($157779),52  ($144373),56.90  ($157978),63.90  ($177144),58.69  ($162124),50  ($138846),50  ($134501),47  ($127536),45  ($121031),41.50  ($104290),35.95  ($94124),38.90  ($100406),38.90  ($100406),34  ($89150),34  ($89150),35.99  ($94368),37  ($94898),32  ($81616),32  ($69061),29  ($75146),32  ($126506),34  ($63114),25  ($38429),25  ($38429),26.50  ($35665),9.50  ($17277),9.50  ($17469)","Jan 12, 2022,Jan 06, 2022,Jan 04, 2022,Jan 01, 2022,Jan 01, 2022,Dec 29, 2021,Aug 14, 2021,Aug 08, 2021,Aug 06, 2021,Aug 06, 2021,Aug 06, 2021,Aug 06, 2021,Aug 06, 2021,Aug 06, 2021,Aug 06, 2021,Aug 05, 2021,Aug 04, 2021,Aug 04, 2021,Aug 04, 2021,Aug 02, 2021,Aug 01, 2021,Aug 01, 2021,Aug 01, 2021,Aug 01, 2021,Aug 01, 2021,Aug 01, 2021,Aug 01, 2021,Jul 25, 2021,May 24, 2021,May 15, 2021,Mar 14, 2021,Mar 01, 2021,Mar 01, 2021,Feb 28, 2021,Feb 14, 2021,Feb 14, 2021"
26,https://www.larvalabs.com/public/images/cryptopunks/punk6608.png,68,227.84K,CryptoPunk 6608,6608,0x392b96,"68  ($207904),80  ($274901),100  ($411724),100  ($407237),400  ($1.29M),1.50  ($573),1.50  ($582),1.25  ($286),1.50  ($343),1.25  ($290),1.99  ($447),1.30  ($295),1.30  ($305),2.49  ($583),2.99  ($610),0.50  ($103),2.49  ($524),0.50  ($95),1.45  ($276),1.49  ($292),2  ($433),0.40  ($118),0.40  ($118)","Jan 10, 2022,Jan 06, 2022,Oct 20, 2021,Oct 20, 2021,Aug 28, 2021,Aug 27, 2020,Aug 26, 2020,Jul 02, 2020,Jul 02, 2020,Jul 02, 2020,Jun 30, 2020,Jun 30, 2020,Jun 22, 2020,Jun 22, 2020,May 26, 2020,May 24, 2020,May 20, 2020,May 12, 2020,May 10, 2020,Apr 28, 2020,Aug 11, 2019,Jun 21, 2019,Jun 21, 2019"
27,https://www.larvalabs.com/public/images/cryptopunks/punk2150.png,68,227.84K,CryptoPunk 2150,2150,0x6611fe,"68  ($205731),22.67  ($41185),22.67  ($41101),12  ($20515),12  ($21710)","Jan 10, 2022,Mar 18, 2021,Mar 17, 2021,Feb 15, 2021,Feb 14, 2021"
28,https://www.larvalabs.com/public/images/cryptopunks/punk8762.png,68.5,229.51K,CryptoPunk 8762,8762,0x2cefb2,"61  ($206196),61  ($197374),68.50  ($209542),197  ($694545),15.94  ($27698),15.94  ($29255),14.99  ($29537),13.75  ($27565),13.50  ($27064),13.50  ($27040),13  ($26038),13.75  ($26246),13  ($23145),13.50  ($24035),13.50  ($26561),12  ($22508),14.25  ($26728),17  ($41377)","Jan 12, 2022,Jan 12, 2022,Jan 10, 2022,Oct 05, 2021,Jun 26, 2021,Jun 25, 2021,Jun 23, 2021,Jun 23, 2021,Jun 23, 2021,Jun 23, 2021,Jun 23, 2021,Jun 22, 2021,Jun 22, 2021,Jun 22, 2021,Jun 22, 2021,Jun 22, 2021,Jun 22, 2021,Jun 11, 2021"
29,https://www.larvalabs.com/public/images/cryptopunks/punk7271.png,68.95,231.02K,CryptoPunk 7271,7271,punksotc…,"68.95  ($208268),60  ($183913),60  ($183913),65  ($195098),21.25  ($45544),18.75  ($41717),18.75  ($41717),15  ($34228),15  ($35429),21.25  ($40543),24  ($91468),24.50  ($85374),26.50  ($89477),27.50  ($79056),31  ($66664),34.98  ($62141),25.80  ($46628),25.80  ($46590),28.70  ($53088),32.70  ($59083),22  ($33735),22  ($32937),22  ($31983),22  ($32377),25  ($36792),4.55  ($6290),4.75  ($4915),4.75  ($5181),4.55  ($5487),4.97  ($5850),5.55  ($6668),4.55  ($5428),10  ($3370)","Jan 10, 2022,Jan 10, 2022,Jan 10, 2022,Jan 10, 2022,Jul 11, 2021,Jul 05, 2021,Jul 05, 2021,Jul 05, 2021,Jul 04, 2021,Jun 22, 2021,May 08, 2021,May 06, 2021,May 04, 2021,May 01, 2021,Apr 11, 2021,Mar 16, 2021,Mar 12, 2021,Mar 11, 2021,Mar 10, 2021,Mar 10, 2021,Mar 05, 2021,Mar 05, 2021,Mar 05, 2021,Mar 05, 2021,Mar 05, 2021,Jan 30, 2021,Jan 11, 2021,Jan 11, 2021,Jan 09, 2021,Jan 08, 2021,Jan 07, 2021,Jan 07, 2021,Sep 23, 2020"
30,https://www.larvalabs.com/public/images/cryptopunks/punk9247.png,68.95,231.02K,CryptoPunk 9247,9247,vault.pu…,"68.95  ($233151),69.95  ($246349),62.90  ($235002),62.90  ($235002),19  ($34661),19.50  ($35573),19.50  ($35573),19  ($34642),19.75  ($36243),19.99  ($36393),20.50  ($37569),20.99  ($37019),21.50  ($37478),19  ($33120),22  ($38401),19  ($33067),23  ($38051),26  ($41369),55  ($82150),15  ($29040),30  ($58080),15  ($29161),0.05  ($14),0.05  ($13)","Jan 12, 2022,Jan 06, 2022,Jan 05, 2022,Jan 05, 2022,Mar 09, 2021,Mar 09, 2021,Mar 09, 2021,Mar 09, 2021,Mar 09, 2021,Mar 09, 2021,Mar 09, 2021,Mar 08, 2021,Mar 08, 2021,Mar 08, 2021,Mar 08, 2021,Mar 08, 2021,Mar 07, 2021,Mar 03, 2021,Feb 27, 2021,Feb 18, 2021,Feb 18, 2021,Feb 18, 2021,Jun 30, 2017,Jun 26, 2017"
31,https://www.larvalabs.com/public/images/cryptopunks/punk9967.png,69,231.19K,CryptoPunk 9967,9967,0x794098,"69  ($262821),74  ($280832),86  ($373441),60  ($247573),60  ($254260),69.42  ($286562),89  ($400620),96  ($423532),69  ($228151),69  ($231278),67.67  ($226137),67.67  ($226137),65.65  ($219387),65.65  ($219387),68.68  ($229512),67.67  ($226137),68.68  ($229512),69.69  ($232887),53.50  ($174194),55  ($175857),50  ($156456),50  ($157315),58  ($182358),60  ($162217),40  ($98340),35  ($85280),30  ($69821),24.50  ($61081)","Jan 04, 2022,Jan 04, 2022,Dec 06, 2021,Dec 06, 2021,Dec 04, 2021,Dec 03, 2021,Dec 02, 2021,Nov 30, 2021,Aug 23, 2021,Aug 23, 2021,Aug 23, 2021,Aug 23, 2021,Aug 23, 2021,Aug 23, 2021,Aug 23, 2021,Aug 23, 2021,Aug 23, 2021,Aug 23, 2021,Aug 21, 2021,Aug 20, 2021,Aug 10, 2021,Aug 08, 2021,Aug 08, 2021,Aug 04, 2021,Jul 31, 2021,Jul 31, 2021,Jul 28, 2021,Jun 14, 2021"
32,https://www.larvalabs.com/public/images/cryptopunks/punk4162.png,69,231.19K,CryptoPunk 4162,4162,0x030d7a,"69  ($226299),85  ($381697),69  ($230581),69  ($209814),22  ($83846),22  ($76302),24  ($80807),4  ($1401),2  ($753),1.40  ($531),1.40  ($310)","Jan 12, 2022,Dec 02, 2021,Aug 23, 2021,Aug 08, 2021,May 08, 2021,May 05, 2021,May 05, 2021,Oct 09, 2020,Sep 15, 2020,Sep 13, 2020,May 29, 2020"
33,https://www.larvalabs.com/public/images/cryptopunks/punk2521.png,69.25,232.03K,CryptoPunk 2521,2521,0x821372,"64  ($236532),64  ($242624),69.25  ($263915),69.60  ($285455),72.69  ($294884),77.70  ($316021),108  ($430815),109.69  ($429105),44  ($133280),44  ($139043),22  ($64849)","Jan 03, 2022,Jan 03, 2022,Jan 02, 2022,Dec 26, 2021,Dec 25, 2021,Dec 24, 2021,Oct 28, 2021,Sep 06, 2021,Aug 18, 2021,Aug 17, 2021,May 02, 2021"
34,https://www.larvalabs.com/public/images/cryptopunks/punk0749.png,69.5,232.86K,CryptoPunk 749,749,0x785bc2,"62.50  ($241590),62.50  ($235267),62  ($233625),61  ($229857),69.50  ($280455),73.42  ($313774),8.44  ($37390),8.44  ($36774),84.42  ($340202),175  ($567996),50.49  ($146241),53.75  ($148822),45  ($127172),45  ($158108),29.99  ($54767),29.99  ($57015)","Jan 04, 2022,Jan 02, 2022,Jan 02, 2022,Jan 02, 2022,Dec 12, 2021,Dec 08, 2021,Nov 30, 2021,Nov 30, 2021,Nov 28, 2021,Aug 28, 2021,Aug 06, 2021,Aug 06, 2021,Aug 05, 2021,May 05, 2021,Mar 11, 2021,Feb 18, 2021"
35,https://www.larvalabs.com/public/images/cryptopunks/punk6620.png,69.69,233.5K,CryptoPunk 6620,6620,0x023ef7,"69.69  ($234435),79.99  ($334790),148.99  ($481983),129.98  ($377042),101.50  ($363716),90  ($297643),90  ($298575),101.50  ($347836),120.90  ($426180),142.87  ($453357),98.90  ($331580),98.90  ($326523),61.49  ($204971),61.49  ($193644),59.58  ($190036),62.90  ($200625),66.49  ($216506),69  ($223760),62.90  ($206255),68.90  ($223532),57.90  ($189233),59  ($192828),68.68  ($217085),53.99  ($164905),55.90  ($174992),56  ($180899),59  ($191689),66.20  ($199396),55.98  ($170966),55.98  ($171599),68.52  ($209287),66.85  ($183564),168.99  ($326832),24.99  ($52517),24.99  ($56326),18  ($37173),20.99  ($43348),18  ($35548),16  ($36024),16  ($36670),19.98  ($56630),16  ($45678),16.69  ($45053),16.69  ($45053),16  ($43055),17.99  ($47107),21.90  ($57877),27  ($68990),7.39  ($5106),7.39  ($4683),7.49  ($3421),7.79  ($3201),8.89  ($3243),9.55  ($3568),9.79  ($3594),5.50  ($1941),5.50  ($1940),5  ($1768),2  ($474),2  ($441),0.10  ($60),0.10  ($57)","Jan 12, 2022,Dec 09, 2021,Oct 01, 2021,Sep 24, 2021,Sep 16, 2021,Sep 12, 2021,Sep 12, 2021,Sep 08, 2021,Sep 01, 2021,Aug 30, 2021,Aug 24, 2021,Aug 24, 2021,Aug 23, 2021,Aug 22, 2021,Aug 22, 2021,Aug 22, 2021,Aug 22, 2021,Aug 21, 2021,Aug 21, 2021,Aug 21, 2021,Aug 20, 2021,Aug 20, 2021,Aug 19, 2021,Aug 17, 2021,Aug 15, 2021,Aug 14, 2021,Aug 13, 2021,Aug 12, 2021,Aug 12, 2021,Aug 12, 2021,Aug 08, 2021,Aug 06, 2021,Jul 13, 2021,Jul 12, 2021,Jul 01, 2021,Jun 28, 2021,Jun 28, 2021,Jun 28, 2021,Jun 20, 2021,Jun 18, 2021,Jun 03, 2021,Jun 03, 2021,Jun 03, 2021,Jun 03, 2021,Jun 02, 2021,Jun 02, 2021,May 31, 2021,May 29, 2021,Dec 29, 2020,Dec 20, 2020,Nov 14, 2020,Oct 24, 2020,Oct 16, 2020,Oct 11, 2020,Oct 10, 2020,Oct 05, 2020,Oct 04, 2020,Oct 04, 2020,May 30, 2020,May 29, 2020,Jun 08, 2018,May 29, 2018"
36,https://www.larvalabs.com/public/images/cryptopunks/punk5231.png,69.95,234.37K,CryptoPunk 5231,5231,markydao…,"69.95  ($235077),71.69  ($232555),72.95  ($224641),74.94  ($236385),76.54  ($243895),77.77  ($272844),79.94  ($304339),82.69  ($311480),84.69  ($318797),88.69  ($330665),89.98  ($333797),96.69  ($359823),88.88  ($366941),80.69  ($331232),62.69  ($257229),73.69  ($303424),70.69  ($279591),67.69  ($269418),62.69  ($254852),69.69  ($281014),70  ($281952),71.69  ($272097),61  ($236656),61  ($241445),72.99  ($288743),74.95  ($295111),76.69  ($297025),77.77  ($314249),79.95  ($324816),82.95  ($333318),86.69  ($328201),88.88  ($336590),79.95  ($303516),81.99  ($310877),83.99  ($334753),89.99  ($365818),87.99  ($351605),88.88  ($370678),89.99  ($369388),93.99  ($388881),94.69  ($395225),99.99  ($406144),108.95  ($449552),114.69  ($476575),119.95  ($490180),155  ($644802),4.99  ($14020),4.99  ($14020),4.99  ($6412),4.99  ($6290),0.24  ($65),0.24  ($65)","Jan 12, 2022,Jan 12, 2022,Jan 11, 2022,Jan 10, 2022,Jan 07, 2022,Jan 05, 2022,Jan 05, 2022,Jan 03, 2022,Jan 02, 2022,Jan 01, 2022,Jan 01, 2022,Dec 29, 2021,Dec 25, 2021,Dec 24, 2021,Dec 24, 2021,Dec 23, 2021,Dec 23, 2021,Dec 22, 2021,Dec 22, 2021,Dec 21, 2021,Dec 21, 2021,Dec 20, 2021,Dec 20, 2021,Dec 19, 2021,Dec 18, 2021,Dec 18, 2021,Dec 17, 2021,Dec 16, 2021,Dec 16, 2021,Dec 16, 2021,Dec 15, 2021,Dec 14, 2021,Dec 13, 2021,Dec 13, 2021,Dec 13, 2021,Dec 13, 2021,Dec 10, 2021,Dec 09, 2021,Dec 09, 2021,Dec 09, 2021,Dec 06, 2021,Dec 06, 2021,Dec 06, 2021,Dec 05, 2021,Dec 05, 2021,Nov 27, 2021,Aug 05, 2021,Aug 05, 2021,Jan 27, 2021,Jan 27, 2021,Jul 03, 2017,Jul 03, 2017"
37,https://www.larvalabs.com/public/images/cryptopunks/punk2498.png,69.95,234.37K,CryptoPunk 2498,2498,vault.pu…,"69.95  ($213977),74.95  ($284921),77.95  ($290623),74.95  ($280546),72.95  ($275636),66  ($269017),74.95  ($305040),71.95  ($290938),69.69  ($284974),66  ($267666),69.95  ($282774),72.95  ($297214),69.95  ($287144),67.95  ($277454),63.49  ($260510),63.49  ($260512),60.99  ($251019),57  ($234131),57  ($233854),56.22  ($231490),55  ($226467),54.50  ($224408),53.50  ($219711),53.30  ($210926),53.30  ($212062),58.94  ($234592),52.50  ($208963),52.50  ($208963),52  ($206969),51  ($202997),50  ($199009),70  ($284569),96.30  ($414294),140  ($651584),166.66  ($782550),300  ($1.02M)","Jan 10, 2022,Jan 05, 2022,Jan 01, 2022,Dec 30, 2021,Dec 28, 2021,Dec 27, 2021,Dec 26, 2021,Dec 26, 2021,Dec 25, 2021,Dec 25, 2021,Dec 25, 2021,Dec 24, 2021,Dec 24, 2021,Dec 24, 2021,Dec 24, 2021,Dec 24, 2021,Dec 24, 2021,Dec 24, 2021,Dec 23, 2021,Dec 23, 2021,Dec 23, 2021,Dec 23, 2021,Dec 23, 2021,Dec 23, 2021,Dec 22, 2021,Dec 22, 2021,Dec 22, 2021,Dec 22, 2021,Dec 22, 2021,Dec 22, 2021,Dec 22, 2021,Dec 22, 2021,Dec 09, 2021,Nov 30, 2021,Nov 11, 2021,Oct 03, 2021"
38,https://www.larvalabs.com/public/images/cryptopunks/punk1281.png,69.95,234.37K,CryptoPunk 1281,1281,vault.pu…,"69.95  ($213977),74.95  ($284921),77.95  ($290623),74.95  ($280546),72.95  ($275636),74.95  ($305040),71.95  ($290938),69.95  ($282774),72.95  ($297214),69.95  ($287144),67.95  ($278810),64.95  ($266502),63.95  ($262626),59.95  ($238612),52  ($206969),52  ($208590),70  ($281286),80  ($317342),90  ($387191),120  ($553408),<0.01  ($5),136  ($549135)","Jan 10, 2022,Jan 05, 2022,Jan 01, 2022,Dec 30, 2021,Dec 28, 2021,Dec 26, 2021,Dec 26, 2021,Dec 25, 2021,Dec 24, 2021,Dec 24, 2021,Dec 24, 2021,Dec 24, 2021,Dec 23, 2021,Dec 22, 2021,Dec 22, 2021,Dec 22, 2021,Dec 22, 2021,Dec 17, 2021,Dec 09, 2021,Nov 30, 2021,Nov 05, 2021,Oct 23, 2021"
39,https://www.larvalabs.com/public/images/cryptopunks/punk2376.png,69.95,234.37K,CryptoPunk 2376,2376,punksotc…,"69.95  ($244734),72.95  ($277867),69  ($258024),69  ($261579),73.95  ($280625),67  ($254252),67  ($255299),88  ($393310),19.50  ($49669),16.97  ($60695),16.97  ($60695),16  ($57226),16  ($60646),17.40  ($66636),19.20  ($71728),27  ($109140),<0.01  ($<0.01),0.10  ($19),0.10  ($43)","Jan 06, 2022,Jan 04, 2022,Jan 04, 2022,Jan 03, 2022,Dec 29, 2021,Dec 29, 2021,Dec 29, 2021,Nov 30, 2021,Jun 08, 2021,May 16, 2021,May 16, 2021,May 16, 2021,May 16, 2021,May 16, 2021,May 15, 2021,May 15, 2021,Dec 17, 2020,Sep 11, 2018,Jul 31, 2018"
40,https://www.larvalabs.com/public/images/cryptopunks/punk4560.png,70,234.54K,CryptoPunk 4560,4560,doh.eth,"70  ($221327),68  ($215003),72  ($226084),68  ($232105),72  ($261112),121  ($456319),31.70  ($46222),33.20  ($49014),44.20  ($71557),48.80  ($72065),51.40  ($79010),54.20  ($81411),59.80  ($90145)","Jan 10, 2022,Jan 10, 2022,Jan 07, 2022,Jan 06, 2022,Jan 05, 2022,Jan 04, 2022,Mar 05, 2021,Mar 05, 2021,Mar 03, 2021,Mar 02, 2021,Mar 01, 2021,Feb 27, 2021,Feb 26, 2021"
41,https://www.larvalabs.com/public/images/cryptopunks/punk4151.png,70,234.54K,CryptoPunk 4151,4151,0x752f4a,"70  ($266095),80  ($294005),115  ($487022),115  ($488968),140  ($481193),101  ($326888),101  ($301920),125  ($389995),150  ($467134),250  ($828650),25  ($82230),55  ($181255),25  ($81800),15  ($49073),15  ($47412),55  ($168560),80  ($138761),24  ($8762),7  ($1621),3.50  ($621),1  ($544),1  ($544),0.50  ($305)","Jan 04, 2022,Dec 30, 2021,Nov 18, 2021,Nov 18, 2021,Oct 05, 2021,Oct 01, 2021,Sep 30, 2021,Sep 23, 2021,Sep 20, 2021,Aug 24, 2021,Aug 21, 2021,Aug 21, 2021,Aug 21, 2021,Aug 21, 2021,Aug 19, 2021,Aug 07, 2021,Feb 22, 2021,Sep 28, 2020,Jul 01, 2020,Nov 18, 2018,Mar 23, 2018,Mar 23, 2018,Mar 15, 2018"
42,https://www.larvalabs.com/public/images/cryptopunks/punk6718.png,70,234.54K,CryptoPunk 6718,6718,yfimaxi.…,"55  ($178414),70  ($263695),158.88  ($507212),22.49  ($46487),22.49  ($36919),20  ($32695),20  ($31810),0.10  ($47),0.10  ($41)","Jan 12, 2022,Jan 03, 2022,Aug 29, 2021,Apr 08, 2021,Mar 26, 2021,Mar 26, 2021,Mar 25, 2021,Dec 04, 2017,Nov 23, 2017"
43,https://www.larvalabs.com/public/images/cryptopunks/punk5840.png,71,237.89K,CryptoPunk 5840,5840,0x1583b0,"71  ($265845),54  ($216136),54  ($216136),52  ($208590),57  ($229793),53  ($213715),53  ($211477),50.05  ($199707),62  ($248859),69  ($264656),89  ($390146),122  ($555715),180  ($609970),50  ($153269),50  ($159147),52  ($164590),40  ($115949),50.69  ($147016),50.69  ($146821),51.69  ($150434),53.69  ($156255),50  ($138163),40  ($110495),50  ($128035),23.99  ($58075),23.99  ($45312),21.99  ($76428),19.49  ($69103),19.49  ($69103),18  ($63216),18  ($64279),18  ($64279),18  ($63165),19.99  ($70148),22.90  ($77294),24.90  ($81174),2.95  ($1029),1.88  ($690),1.99  ($735),10  ($1362),0.25  ($38),0.25  ($38),0.35  ($64),0.45  ($83),1  ($269)","Jan 02, 2022,Dec 22, 2021,Dec 22, 2021,Dec 22, 2021,Dec 22, 2021,Dec 21, 2021,Dec 21, 2021,Dec 21, 2021,Dec 21, 2021,Dec 17, 2021,Dec 09, 2021,Nov 14, 2021,Sep 10, 2021,Aug 12, 2021,Aug 12, 2021,Aug 11, 2021,Aug 07, 2021,Aug 06, 2021,Aug 06, 2021,Aug 06, 2021,Aug 06, 2021,Aug 06, 2021,Aug 06, 2021,Aug 01, 2021,Jul 30, 2021,Jul 17, 2021,May 07, 2021,May 07, 2021,May 07, 2021,May 07, 2021,May 06, 2021,May 06, 2021,May 06, 2021,May 06, 2021,May 04, 2021,May 03, 2021,Sep 26, 2020,Sep 15, 2020,Sep 12, 2020,Jan 05, 2020,Nov 23, 2019,Nov 23, 2019,Nov 03, 2019,Oct 27, 2019,Jul 11, 2019"
44,https://www.larvalabs.com/public/images/cryptopunks/punk1991.png,71.17,238.46K,CryptoPunk 1991,1991,0x43fd4b,"61  ($191367),61  ($196674),71.17  ($229810),81.18  ($308927),91.19  ($335664),101  ($408843),119.90  ($483344),225.25  ($804161),49  ($121939),34  ($84611),39.50  ($98298),34  ($84611),32.50  ($79517),32.50  ($79901),39.50  ($96418),35.69  ($87151),34.50  ($81010),32.98  ($64403),35  ($74396),50  ($123089),25  ($57949),25  ($57949),25  ($57949),25  ($57949),25  ($57949),35  ($55208),29.99  ($44384),29.99  ($44842),37.77  ($62141),25  ($40646),25  ($40330),0.15  ($41),0.15  ($41),0.05  ($13)","Jan 09, 2022,Jan 08, 2022,Jan 07, 2022,Jan 05, 2022,Jan 01, 2022,Dec 12, 2021,Dec 04, 2021,Oct 07, 2021,Jul 31, 2021,Jul 31, 2021,Jul 31, 2021,Jul 31, 2021,Jul 31, 2021,Jul 31, 2021,Jul 31, 2021,Jul 30, 2021,Jul 30, 2021,Jul 21, 2021,Jun 28, 2021,Apr 15, 2021,Apr 14, 2021,Apr 14, 2021,Apr 14, 2021,Apr 14, 2021,Apr 14, 2021,Mar 04, 2021,Feb 27, 2021,Feb 27, 2021,Feb 25, 2021,Feb 25, 2021,Feb 25, 2021,Jul 03, 2017,Jul 03, 2017,Jun 26, 2017"
45,https://www.larvalabs.com/public/images/cryptopunks/punk2210.png,71.94,241.04K,CryptoPunk 2210,2210,tonyherr…,"45  ($182733),45  ($184725),71.94  ($294078),0.10  ($455),0.10  ($453),121.94  ($457147),21.94  ($55069),21.94  ($56361),24.88  ($45678),29.85  ($49457),24  ($46032),24  ($46345),22  ($40011),15  ($5458),10  ($3399),3.50  ($1301),2.50  ($338),1.50  ($207),0.52  ($113),0.52  ($99)","Dec 25, 2021,Dec 24, 2021,Dec 12, 2021,Nov 07, 2021,Nov 05, 2021,Oct 19, 2021,Apr 27, 2021,Apr 22, 2021,Mar 10, 2021,Feb 24, 2021,Feb 22, 2021,Feb 22, 2021,Feb 17, 2021,Sep 28, 2020,Sep 23, 2020,Sep 15, 2020,Mar 25, 2020,Jan 05, 2020,Aug 02, 2019,Jul 11, 2017"
46,https://www.larvalabs.com/public/images/cryptopunks/punk1817.png,72,241.24K,CryptoPunk 1817,1817,0xb85556,"72  ($231825),127  ($499951),270  ($876455),150  ($396240),66.60  ($173510),25  ($53191),25  ($55599),66.60  ($120366),42  ($75545),21  ($33968)","Jan 08, 2022,Sep 06, 2021,Aug 28, 2021,Aug 05, 2021,Aug 01, 2021,Apr 19, 2021,Apr 18, 2021,Mar 12, 2021,Feb 16, 2021,Feb 07, 2021"
47,https://www.larvalabs.com/public/images/cryptopunks/punk9857.png,72,241.24K,CryptoPunk 9857,9857,niftynau…,"72  ($218932),54  ($219089),54  ($220487),65  ($247268),78  ($315241),100  ($390327)","Jan 08, 2022,Dec 26, 2021,Dec 24, 2021,Dec 20, 2021,Dec 10, 2021,Sep 06, 2021"
